ID,TITLE,BPM,KEY,PART,ARTIST,TYPE,ORIGIN,YEAR,SEASON
2401,Nemuresareta Line,135,F Major,,,Anime,,2023,
2402,Wakaranai Ai,90,C# Major,,,Anime,,2024,
2404,Upside down Magic,90,F# Major,,,Anime,,2024,
2409,Now On Air,74,C# Major,,,Anime,,2024,
2420,Sora ni Utaeba,102,E Major,,,Anime,,,
2423,Kokoro Knock,115,D# Major,,,Anime,,,
2428,Kaika,88,A Major,,,Anime,,2022,
2431,Eien no Aria,82,A Major,,,Anime,,2021,
2435,Kigeki,88,E Major,,,Anime,,2022,
2439,Welcome to Chaos!,92.5,E Major,,,Anime,,,
2440,Eclipse,90,B Major,,,Anime,,2022,
2442,Can Do,100,E Major,,,Anime,,,
2448,Glitter,110,D# Major,,,Anime,,2022,
2461,Umi to Shinjuu,83,D# Major,,,Anime,,2021,
2470,Centimeter,70,D Major,,,Anime,,2020,
2474,Dream of Life,77,A Major,,Shohei Itou,Anime,Bakuman.: Season 2,2011,
2478,Ashita no Kimi sae Ire,89,F Major,,,Anime,,,
2484,Itsuka Sekai ga,70,C Major,,Iida Riho,Anime,Boarding School Juliet,2018,
2488,Ready To,73.5,F Major,,Sumire Morohoshi,Anime,BNA: Brand New Animal,2020,
2489,delete,96.5,D# Major,,,Anime,,,
2495,Shingan,135,D Major,,,Anime,,2022,
2498,Eiyuu no Uta,70,C Major,,,Anime,,2022,
2499,Great Days,85,F# Major,,"Karen Aoki, Daisuke Hasegawa",Anime,JoJo's Bizarre Adventure: Diamond is Unbreakable,2016,
2502,Kemonomichi,130,C Major,,,Anime,,2021,
2504,Q&A,87,A Major,,"Marina Inoue, Saeko Zougou",Anime,Date A Live II,2014,
2513,Kanashii Ureshii,71,F Major,,frederic,Anime,Love & Lies,2017,
2516,No More Time Machine,137,F Major,,,Anime,,,
2519,New story,82.5,G Major,,,Anime,,2021,
2523,"Tsukamaete, Konya.",138,G# Major,,,Anime,,2022,
2529,NEW ERA,87.5,D# Major,,,Anime,,2020,
2536,Never Say Never,128,A# Major,,,Anime,,,
2540,DADDY DADDY DO,138,B Major,,,Anime,,,
2542,Hana no Youni,78,D Major,,,Anime,,2023,
2548,PINK BLOOD,100,F# Major,,,Anime,,2021,
2549,Jellyfish na Kimi e,86,E Major,,,Anime,,2022,
2551,Sudachi no Uta,96,D# Major,,,Anime,,2021,
2554,Moonlight Walk,95,G# Major,,,Anime,,2021,
2555,BLACK&WHITE,101.5,F Major,,,Anime,,2022,
2557,Rat a Tat!!!,96,G Major,,,Anime,,2023,
2562,Caste Room,78,C# Major,,ZAQ,Anime,Classroom of the Elite,2017,
2565,Ai no Supreme!,135,F Major,,,Anime,,2021,
2566,STAY FREE,92,E Major,,,Anime,,2023,
2568,Your Name,120,F Major,,,Anime,,2022,
2570,Cry Baby,100,F Major,,,Anime,,2021,
2572,Hashire!,96.5,E Major,,,Anime,,2021,
2574,Scar,96.5,C# Major,,,Anime,,2022,
2581,Hope,70,G Major,,Namie Amuro,Anime,One Piece,2017,
2582,Nakayoshi!,124,F Major,,,Anime,,2020,
2589,Tentou,98.5,D# Major,,,Anime,,2022,
2593,ReCoda,70.5,F# Major,,,Anime,,2024,
2599,Mukanjyo,95,G Major,,,Anime,,,
2605,Hadaka no Yuusha,81.5,C Major,,,Anime,,2022,
2608,Ichigo Ichie,72.5,D# Major,,,Anime,,2022,
2609,Kimi ni Aeta Hi,129,A Major,,,Anime,,2020,
2610,Beyond,85,A# Major,,,Anime,,2023,
2615,Diamond Clarity,80,A Major,,,Anime,,2020,
2618,RAYTRACER,150,D# Major,,,Anime,,2023,
2626,Daitan,87,C# Major,,,Anime,,2024,
2627,Sugar Doughnuts,133,C# Major,,,Anime,,2023,
2630,Windshifter,91,G Major,,,Anime,,2024,
2636,HELLO to DREAM,80,F# Major,,Yuka Iguchi,Anime,Is It Wrong to Try to Pick Up Girls in a Dungeon?: Season 2,2019,
2648,PARADOX,83,G# Major,,Sora Amamiya,Anime,"Science Fell in Love, So I Tried to Prove It",2020,
2650,Hana ni Bourei,90,E Major,,,Anime,,,
2652,Let Me Hear,92,A Major,,,Anime,,,
2654,Clattanoia,95,A# Major,,,Anime,,,
2658,EVERYBODY!,73.5,G Major,,,Anime,,2021,
2663,Sangenshoku,100,A Major,,,Anime,,,
2666,Red Criminal,96,E Major,,,Anime,,2021,
2671,Hikaru Nara,80,A Major,,Goose house,Anime,Your Lie in April,2014,
2672,Utopia,102.5,D Major,,,Anime,,2024,
2673,Masayume Chasing,129,A# Major,,,Anime,,,
2674,Surprise,105,D Major,,,Anime,,2023,
2677,TOKUMEI-KIBOU,105,D# Major,,,Anime,,2024,
2679,Hi no Tsuki,70,A# Major,,,Anime,,2021,
2684,Tobira wo Aketara,111,G Major,,,Anime,,2021,
2687,POP TEAM EPIC,71,F# Major,,Sumire Uesaka,Anime,Pop Team Epic,2018,
2690,Soul Galaxy,150,D Major,,,Anime,,2023,
2701,SPARKLES,80,D Major,,,Anime,,2022,
2706,Dango Daikazoku,100,G# Major,,,Anime,,,
2716,ebb and flow,106,D# Major,,,Anime,,,
2721,Skyreach,92,F Major,,,Anime,,,
2722,Onegai Muscle,132,G# Major,,,Anime,,,
2725,Uuuuus!,91,G Major,,,Anime,,2024,
2731,This game,73.5,E Major,,Konomi Suzuki,Anime,"No Game, No Life",2014,
2734,Anata no Soba ni,125,D Major,,,Anime,,2023,
2738,Bouken Desho Desho?,75,E Major,,Aya Hirano,Anime,The Disappearance of Haruhi Suzumiya,2010,
2741,Chronos,100,A# Major,,,Anime,,,
2754,Howling,100,F Major,,,Anime,,,
2760,Yobigoe,108,G Major,,,Anime,,2024,
2761,PEACEKEEPER,100,A# Major,,,Anime,,2024,
2769,REALIZE,145,F Major,,,Anime,,2023,
2784,Shiranakya,132,G# Major,,,Anime,,2022,
2785,Stories,88.5,D Major,,,Anime,,,
2789,HELP,115,E Major,,,Anime,,2023,
2790,YESTERDAY,130,F# Major,,,Anime,,,
2795,Re: Re:,77.5,E Major,,ASIAN KUNG-FU GENERATION,Anime,ERASED: Boku dake ga Inai Machi,2016,
2798,Absolute Soul,94,F# Major,,,Anime,,,
2800,Hito Nanda,91.5,D Major,,,Anime,,2022,
2804,THE POLiCY,126,A Major,,,Anime,,2021,
2808,Mabataki,115,E Major,,,Anime,,2022,
2812,"Fantasy ""To!""",88.5,G Major,,,Anime,,2022,
2813,Who said we are i?,125,A Major,,,Anime,,2022,
2818,Wanna Go Home,91,C Major,,,Anime,,,
2824,...and Rescue Me,129,G Major,,,Anime,,2023,
2831,Force,132,A Major,,,Anime,,2021,
2836,Prove,111,C Major,,,Anime,,2023,
2839,Sun is Coming Up,104,F# Major,,,Anime,,2022,
2840,slash,108,G# Major,,,Anime,,2023,
2842,BRAVE MAKER,90,B Major,,,Anime,,2022,
2844,DEAREST DROP,73,F# Major,,Azusa Tadokoro,Anime,WorldEnd: What do you do at the end of the world?,2017,
2848,Connect,87.5,D# Major,,,Anime,,,
2865,Taiga ya Tomo ni,87,C Major,,,Anime,,2021,
2888,Down Timer,157,C# Major,,,Anime,,2023,
2889,Irodori,95.5,A# Major,,,Anime,,2024,
2913,Mushin Pakusu,97.5,D# Major,,,Anime,,2022,
2914,Take Off,132,E Major,,,Anime,,,
2916,Chaos ga Kiwamaru,97.5,F Major,,,Anime,,2022,
2917,Loop-the-Loop,76.5,E Major,,KOTOKO,Anime,Motto To Love-Ru,2010,
2919,Cotton Days,86,B Major,,,Anime,,2024,
2920,keep weaving your,104,F# Major,,,Anime,,2021,
2922,Button,91,C Major,,,Anime,,,
2923,Eye's Sentry,118,F# Major,,,Anime,,2024,
2925,Kamigami,120,G# Major,,,Anime,,2021,
2926,Hare Nochi Hallelujah,102.5,A Major,,,Anime,,2023,
2932,DREAMIN' ON,85,D# Major,,,Anime,,2020,
2937,Ignition!!!,83.5,E Major,,,Anime,,2022,
2950,Hoshi ga Oyogu,95,C Major,,,Anime,,2022,
2951,alexithymiaspare,152,G# Major,,,Anime,,2023,
2952,Brand new diary,90,G Major,,,Anime,,2021,
2962,Kimi + Nazo + Watashi de JUMP!!,85,D Major,,Larval Stage Planning,Anime,Baka & Test: Summon the Beasts,2011,
2964,Shinkirou,80,G Major,,,Anime,,2022,
2967,Professionalism,123,C Major,,,Anime,,2024,
2973,Paradise,80.5,D Major,,,Anime,,2021,
2975,AO 100 SYOKU,120,A# Major,,,Anime,,2022,
2977,Love You Tender,82,G Major,,,Anime,,2023,
2979,Kimi to no Mirai,87.5,G# Major,,,Anime,,2023,
2980,"Aimasa, Koufukuron",81.5,C Major,,,Anime,,2022,
2982,Meguru Mono,86.5,C# Major,,Takuma Terashima,Anime,That Time I Got Reincarnated as a Slime,2019,
2985,u/n,92,F Major,,,Anime,,,
2988,Love Dramatic,129,E Major,,,Anime,,,
2992,Haru Tsubame,71.5,D Major,,,Anime,,2022,
2993,Cheers! Depapre,91,C Major,,,Anime,,2022,
2996,"Baby Sweet, Berry",85,A Major,,Yui Ogura,Anime,"The ""Hentai"" Prince and the Stony Cat.",2013,
2997,Highlight Highlight,126,A# Major,,,Anime,,2022,
3005,EXIST,70,D# Major,,,Anime,,2021,
3011,Departures (Anata ni Okuru Ai no Uta),72,D Major,,EGOIST,Anime,Guilty Crown,2011,
3014,PSYCHO-LOGY,72,F Major,,,Anime,,2022,
3019,In the Backroom,84.5,A Major,,,Anime,,2022,
3022,Kyoumei,137,D Major,,,Anime,,2022,
3023,Touch of Hope,111,G# Major,,,Anime,,2022,
3030,Carnation,122,A# Major,,,Anime,,,
3031,Chasing the Dream,132,F Major,,,Anime,,2022,
3033,MUGEN,135,C# Major,,,Anime,,2024,
3039,My War,72,E Major,,,Anime,,2021,
3044,Accelerate,126,F Major,,,Anime,,2023,
3050,Unknown no Shikisai,81.5,D Major,,,Anime,,2023,
3051,Fly High,80,C# Major,,,Anime,,2022,
3059,Believe it leap,81.5,F Major,,,Anime,,2023,
3060,Red Liberation,88.75,C Major,,,Anime,,2023,
3062,Maou,88,A# Major,,,Anime,,2024,
3064,Knock Out,90,B Major,,,Anime,,2023,
3068,MAGICAL DESTROY,105,B Major,,,Anime,,2023,
3071,Uraomote Fortune,132,D# Major,,,Anime,,,
3077,Ashita no Hikari,120,B Major,,,Anime,,,
3083,Wild Side,134,D# Major,,,Anime,,,
3084,Daydream Believer,129,C# Major,,,Anime,,2022,
3085,Nippon Egao Hyakk,80,D# Major,,Momoiro Clover Z,Anime,Joshiraku,2012,
3089,Mephisto,150,F Major,,,Anime,,2023,
3093,Wareta Ringo,120,G Major,,,Anime,,,
3096,Aruite Ikou,97,F Major,,,Anime,,,
3097,Ring of Fortune,79,D# Major,,Eri Sasaki,Anime,Plastic Memories,2015,
3099,Koko de Ikiteru,95,A Major,,,Anime,,2021,
3101,1000-nen Ai,95,G Major,,,Anime,,2023,
3107,Love? Reason why!!,137,B Major,,,Anime,,2022,
3111,Eien no Labyrinth,84,G Major,,Aoi Yuuki,Anime,My Girlfriend is ShoBitch,2017,
3112,Adabana Necromancy,86,D# Major,,FranChouChou,Anime,ZOMBIELAND SAGA,2018,
3118,WORK,105,C# Major,,,Anime,,2023,
3120,Break out,92.5,D Major,,,Anime,,2022,
3124,DAY1,141,G Major,,,Anime,,2023,
3135,I Wanna Be…,126,C# Major,,,Anime,,,
3136,Growing Up,95,F Major,,,Anime,,2024,
3138,Kurae! Telepathy,92,G# Major,,,Anime,,2023,
3139,Ashita Kitto,129,F# Major,,,Anime,,2021,
3141,Touch Off,100,G Major,,,Anime,,,
3146,LEADER,90,G Major,,,Anime,,2021,
3147,Aiue,83.5,G Major,,,Anime,,2022,
3150,Winding Road,132,D Major,,,Anime,,,
3155,Daidaidaidaisuki,96,F# Major,,,Anime,,2023,
3156,RISE,82.5,D Major,,MADKID,Anime,The Rising of the Shield Hero,2019,
3159,Tsuki ga Kirei,73,F Major,,Nao Touyama,Anime,"As The Moon, So Beautiful",2017,
3164,believer,126,A# Major,,,Anime,,2024,
3166,Iwanai kedo ne,115,G# Major,,,Anime,,,
3167,DICE,82.5,C# Major,,,Anime,,2021,
3169,Ashita no Hanatachi,89,C Major,,,Anime,,2021,
3170,Libra,96,G# Major,,,Anime,,,
3172,RAYS,86,G Major,,,Anime,,2023,
3175,Koi wa Explosion,74,D# Major,,,Anime,,2022,
3177,Burst the Gravity,74,E Major,,ALTIMA ,Anime,Accel World,2012,
3184,Hyadain no Kakakata,90,F Major,,,Anime,,,
3187,Shikisai,117,F Major,,,Anime,,2022,
3203,Koisekai,85,F# Major,,,Anime,,2023,
3204,Hate no Nai Tabi,116,A# Major,,,Anime,,2024,
3212,Akatsuki no Salary,89,A Major,,,Anime,,2022,
3221,1 SEPTILLION LOVE,137,E Major,,,Anime,,2022,
3222,Q&A Recital!,91,G Major,,,Anime,,,
3225,HEROES,99,D Major,,,Anime,,,
3233,Yasashisa no Riyuu,88.5,F# Major,,,Anime,,,
3236,Cherish,87.5,F# Major,,,Anime,,2022,
3247,database,88.5,F Major,,,Anime,,,
3248,NewGame,75,G Major,,,Anime,,2024,
3255,Open the GATE,90,F Major,,,Anime,,2021,
3256,Inferno (Promare),125,E Major,,,Anime,,,
3259,Song of the Dead,84.5,A Major,,,Anime,,2023,
3260,Koko de Iki wo Shite,107,G# Major,,,Anime,,2021,
3261,Peace Sign,100,D# Major,,,Anime,,,
3262,Special days,72.5,E Major,,"Hitomi Nabatame, Yuuko Gotou, Ayahi Takagaki",Anime,Special A,2008,
3263,Extra Magic Hour,90,C Major,,,Anime,,,
3264,Kien Romance,103,C# Major,,,Anime,,2023,
3271,Grand Escape,73,E Major,,RADWIMPS,Anime,Weathering With You,2019,
3277,"Zattou, Bokura",85.44,G Major,,,Anime,,2024,
3283,Magic Words,75,D Major,,Liyuu,Anime,Hatena Illusion,2020,
3284,Kaen,85,D Major,,Ziyoou-vachi,Anime,Dororo,2019,
3287,Kimi no Tonari,135,F Major,,,Anime,,,
3288,Gyakuten geki,86,G Major,,,Anime,,2023,
3292,JUST DO IT,90,C# Major,,,Anime,,2022,
3296,Mienai kara ne?!,74,D Major,,,Anime,,2021,
3299,Turn the World,86,D Major,,,Anime,,2024,
3306,I can fly,82.5,F Major,,,Anime,,2022,
3307,HYSTERIC CARAVAN,124,C# Major,,,Anime,,2023,
3310,Muchuu no Saki e,83.5,A Major,,,Anime,,2021,
3312,FACTION,95,A Major,,,Anime,,2021,
3315,Inochi no Tomoshibi,90,A# Major,,,Anime,,2021,
3321,Koi! Koi! Koi!,95,E Major,,,Anime,,2023,
3327,Tick-Tock,125,G# Major,,,Anime,,2022,
3345,Rob the Frontier,110,F Major,,,Anime,,,
3349,Valkyrie Ikusa Otome,97.5,G Major,,,Anime,,,
3355,Kyorikan,110,F Major,,,Anime,,2022,
3357,SEIEN,97,F Major,,,Anime,,2023,
3361,PHOENIX,137,C Major,,,Anime,,,
3374,ROMA☆KIRA,91.5,B Major,,,Anime,,2022,
3375,Miraikei Answer,83,A# Major,,TRUSTRICK,Anime,My Love Story!!,2015,
3382,Gekkouyoku,94,E Major,,,Anime,,2023,
3383,Reversal,98.5,A Major,,,Anime,,2024,
3391,Hajimaru Welcome,71,D# Major,,,Anime,,2022,
3412,Sakura Kiss,83,D Major,,Chieko Kawabe,Anime,Ouran High School Host Club,2006,
3418,Sentimental Crisis,83.5,C Major,,halca,Anime,Kaguya-sama: Love is War,2019,
3419,Detarame na Minus to Plus ni Okeru Blend Ko,82,C Major,,BLEND-A,Anime,Blend S,2017,
3429,Shouted Serenade,96,G# Major,,,Anime,,2024,
3430,Magic x Color,90,C Major,,,Anime,,2022,
3435,Bibitto Love,77.5,G# Major,,,Anime,,2022,
3436,HIGHEST,90,D# Major,,,Anime,,2022,
3443,Kaze no Uta,71,E Major,,FLOW,Anime,Tales of Zestiria the X,2016,
3447,VORACITY,100,B Major,,,Anime,,,
3449,Warauna!,96,A# Major,,,Anime,,2023,
3457,KAKUSHINTEKI,139,G Major,,,Anime,,,
3461,Break it down,98.5,D Major,,,Anime,,2022,
3462,Itsu Aetara,140,A# Major,,,Anime,,2023,
3463,ikenai fool logic,115,E Major,,,Anime,,2023,
3466,ray,75,G Major,,,Anime,,2022,
3471,Good Morning World,95.5,C Major,,,Anime,,,
3472,Koyoi mofumofu!!,103,E Major,,,Anime,,,
3476,Hero Too,97.5,D# Major,,,Anime,,2020,
3479,Gradation,145,F# Major,,,Anime,,2023,
3482,Sekai wo Inuite,102,G# Major,,,Anime,,2024,
3489,Tatoeba Sore wa,76,G Major,,,Anime,,2021,
3492,Heart wa Oteage,78.5,F Major,,,Anime,,2022,
3504,Good Morning (New),92,C Major,,,Anime,,2022,
3510,I Wanna Muchuu,158,C Major,,,Anime,,2023,
3511,Zenryoku Joshi,85,D Major,,,Anime,,2024,
3516,Kessen Spirit,94,D# Major,,,Anime,,,
3517,Midnight Dancer,137,B Major,,,Anime,,2022,
3518,VIVID VICE,92,F Major,,,Anime,,2021,
3521,Melodic Road Movie,102.5,G# Major,,,Anime,,2022,
3523,Sen,97.5,C Major,,,Anime,,2023,
3525,Hohoemi no Oto,75,G Major,,,Anime,,2024,
3529,BLAZE,98,F Major,,,Anime,,2022,
3530,Mujikaku no Tensai,90,C Major,,,Anime,,2022,
3531,BAD CANDY,124,G# Major,,,Anime,,2022,
3545,HELLO HORIZON,85,G Major,,,Anime,,2021,
3548,Chase the core,75,C Major,,,Anime,,2021,
3550,One Reason,109,D Major,,,Anime,,,
3556,Against.,73,E Major,,,Anime,,2020,
3561,Paradisus-Paradoxum,100.5,C Major,,,Anime,,,
3564,COOLEST,94,G Major,,,Anime,,,
3569,story,110,G Major,,,Anime,,2022,
3573,Storyteller,96,D# Major,,,Anime,,2021,
3578,Soshite minna no,105.5,F Major,,,Anime,,2023,
3580,Seikai Fuseikai,103,G# Major,,,Anime,,,
3588,RECONNECTION,82.5,F Major,,,Anime,,2023,
3590,over and over,91.5,C Major,,,Anime,,,
3593,Wagamama,110,G Major,,,Anime,,,
3596,NAMELY,105,A# Major,,,Anime,,2021,
3597,my star,120,E Major,,,Anime,,2023,
3599,The Beast,140,E Major,,,Anime,,2023,
3603,The story so far,87.5,G# Major,,,Anime,,2023,
3610,Massugu,77.5,G Major,,,Anime,,2022,
3615,Here,108,F# Major,,,Anime,,,
3617,TRUE FOOL LOVE,104,D Major,,,Anime,,2022,
3620,Love is Show,70.5,E Major,,,Anime,,2022,
3621,Snow fairy,106,E Major,,,Anime,,,
3623,Special Force,90,C# Major,,,Anime,,2022,
3625,YURA YURA,97,F Major,,,Anime,,2021,
3634,Get up! Shout!,103,D# Major,,,Anime,,2021,
3639,Seishun Kippu,74,F Major,,,Anime,,2022,
3641,Serment,106,F Major,,,Anime,,,
3642,Tenkuu Cafeteria,77,B Major,,,Anime,,2020,
3644,Kiss Me,96,E Major,,,Anime,,,
3645,Treasure Pleasure,135,C Major,,,Anime,,2021,
3648,WAGAMAMA Mirror,90.5,G# Major,,,Anime,,,
3654,Kaikai Kitan,92.5,A# Major,,,Anime,,2020,
3659,DELICIOUS HAPPY,133,G# Major,,,Anime,,2022,
3661,Nai Nai,130,G# Major,,,Anime,,2021,
3673,Soul salvation,72.5,D# Major,,,Anime,,2021,
3676,Deep in Abyss,135,F# Major,,,Anime,,,
3679,Tabibito no Uta,91.33,F# Major,,,Anime,,2021,
3681,Above your hand,83,G# Major,,Annabel,Anime,Sankarea,2012,
3684,EGOIST - Gold,80,C Major,,,Anime,,2022,
3689,Sense,102.5,G Major,,,Anime,,2021,
3694,Bloody Power Fame,77.5,F# Major,,,Anime,,2022,
3698,One day,89,B Major,,,Anime,,,
3706,Daisuki.,138,E Major,,,Anime,,,
3707,HONEY,85,D# Major,,,Anime,,2023,
3712,Fireworks,96,F# Major,,,Anime,,,
3715,Slide Run,102,C Major,,,Anime,,,
3716,Tokimeki Rendezvous,100,D# Major,,,Anime,,2022,
3719,Shall We Dance?,117.25,F Major,,,Anime,,2022,
3720,Theater of Life,99,D Major,,,Anime,,,
3725,Heart,91.5,C Major,,,Anime,,2024,
3728,Gifu ni ted,75,D Major,,,Anime,,2024,
3729,MACHINEGUN,94,E Major,,,Anime,,2021,
3732,Kaze ni Fukarete,90,D# Major,,,Anime,,,
3745,KICK BACK,102,E Major,,,Anime,,2022,
3751,Imperfect,87,F Major,,,Anime,,2021,
3752,PUPPET'S,125,D# Major,,,Anime,,2021,
3755,Eclipse,97.5,E Major,,,Anime,,2021,
3756,Gorgeous 4U,90,F Major,,,Anime,,,
3757,Dekoboko,91,G Major,,,Anime,,2022,
3758,sunlight avenue,136,C Major,,,Anime,,,
3760,THE HERO!!,130,D Major,,,Anime,,,
3772,Everything Goes On,78.5,G Major,,,Anime,,2022,
3773,mirAI wave!,93,A Major,,,Anime,,2023,
3779,Kaze ga Fuku Machi,99,C# Major,,,Anime,,,
3781,Lady Go,136,A Major,,,Anime,,2021,
3782,RUDE LOSE DANCE,151,A Major,,,Anime,,2023,
3784,Glorious World,87,D Major,,,Anime,,2023,
3785,Jiriki Hongan Revolut,90,F Major,,,Anime,,,
3795,Girigiri Ride it out,120,G Major,,,Anime,,2022,
